B0 0 4 10 911 6
B1 1 3 9 589 3
B2 2 9 5 606 2
B3 2 2 6 862 5
B4 1 9 3 916 4
B5 2 1 5 867 2
B6 2 4 8 488 5
B7 0 10 7 795 2
B8 0 9 9 544 5
B9 1 5 9 956 3
B10 0 8 10 868 6
B11 0 10 8 702 6
B12 1 10 3 874 5
B13 2 1 6 947 1
B14 0 9 7 379 3
B15 0 7 10 722 3
B16 2 2 1 386 4
B17 2 10 6 358 2
B18 1 6 5 840 4
B19 0 8 5 617 2
B20 2 4 3 664 1
B21 1 10 6 680 4
B22 1 1 3 758 4
B23 0 9 2 551 3
B24 2 9 1 405 1
B25 0 9 1 574 6
B26 0 4 8 617 3
B27 1 6 9 710 4
B28 0 2 6 520 1
B29 0 8 8 950 6
B30 0 6 5 826 3
B31 1 6 3 904 3
B32 2 6 2 521 2
B33 2 1 4 398 6
B34 2 6 3 820 1
B35 0 5 4 494 2
B36 2 6 6 444 5
B37 0 2 2 665 1
B38 1 7 4 302 1
B39 2 3 5 616 6
B40 1 1 6 647 3
B41 1 9 5 894 2
B42 0 7 8 753 6
B43 0 10 7 707 5
B44 2 5 7 979 2
B45 2 1 8 729 4
B46 1 2 2 452 1
B47 1 3 8 857 3
B48 2 2 4 505 1
B49 2 2 9 324 6
B50 0 8 1 789 3
B51 0 1 9 370 2
B52 0 2 1 918 1
B53 1 1 6 863 5
B54 1 1 6 718 5
B55 0 8 6 942 4
B56 0 6 9 568 2
B57 2 8 3 639 2
B58 1 4 3 403 4
B59 1 10 8 852 1
B60 0 4 9 468 2
B61 2 8 10 969 4
B62 2 4 8 956 1
B63 2 3 6 771 3
B64 0 9 5 396 5
B65 1 10 10 746 4
B66 2 7 3 505 2
B67 2 3 7 796 1
B68 0 9 5 366 4
B69 2 8 9 660 3
B70 0 1 3 855 1
B71 2 7 2 865 1
B72 1 6 10 550 5
B73 0 8 3 318 2
B74 2 7 7 548 3
B75 0 7 4 388 5
B76 0 4 10 939 5
B77 1 8 8 868 1
B78 1 4 7 661 6
B79 1 8 9 465 6
B80 1 8 2 912 3
B81 0 10 2 364 3
B82 2 3 5 524 2
B83 0 7 6 722 1
B84 2 7 10 791 2
B85 0 10 9 903 5
B86 1 10 10 693 2
B87 1 5 4 794 5
B88 1 4 6 338 6
B89 0 1 1 362 3
B90 2 1 4 909 1
B91 2 4 4 657 4
B92 0 10 8 388 4
B93 2 4 7 562 5
B94 2 1 6 482 4
B95 1 6 7 846 2
B96 0 7 2 900 1
B97 0 1 6 710 3
B98 0 1 10 419 2
B99 0 6 6 939 5
