G0 1 7 7 470 2
G1 0 5 9 243 1
G2 2 3 10 100 0
G3 1 1 10 418 1
G4 1 2 2 491 0
G5 2 6 9 473 0
G6 1 1 6 374 1
G7 1 2 4 185 0
G8 1 1 1 162 0
G9 1 10 9 190 2
G10 1 4 9 263 2
G11 2 8 1 396 2
G12 0 5 1 286 0
G13 1 1 7 359 0
G14 1 1 9 397 0
G15 0 5 7 153 0
G16 2 5 2 360 1
G17 0 8 10 192 0
G18 0 10 1 378 2
G19 2 7 8 152 2
G20 0 2 8 480 2
G21 2 2 7 234 0
G22 2 2 10 201 1
G23 2 6 8 497 0
G24 0 4 6 328 1
G25 0 3 8 457 0
G26 2 9 10 489 0
G27 0 5 1 179 0
G28 1 7 3 474 1
G29 1 3 10 221 1
G30 1 7 6 144 1
G31 2 9 6 455 0
G32 0 5 3 241 1
G33 2 10 4 473 2
G34 0 3 7 387 0
G35 2 3 4 418 2
G36 0 1 3 147 1
G37 1 10 3 293 1
G38 1 5 10 374 1
G39 0 6 6 240 1
G40 2 2 8 142 2
G41 0 8 3 257 1
G42 2 1 8 223 2
G43 1 2 4 359 0
G44 2 5 6 360 0
G45 2 3 8 385 1
G46 2 8 7 201 2
G47 2 8 7 147 1
G48 0 1 3 241 2
G49 1 7 9 457 2
