2 5 91 4 0
1 4 41 17 8
1 20 90 5 8
1 3 96 19 2
2 19 71 16 2
1 3 68 13 18
2 3 80 3 0
2 4 118 9 2
2 5 95 1 1
0 7 102
0 15 112
1 16 54 6 18
1 17 45 13 12
0 17 53
0 12 52
0 14 116
2 8 83 19 1
1 5 65 19 9
0 6 100
0 15 85
2 17 66 16 0
0 7 104
1 14 126 5 11
0 14 39
2 3 72 7 1
2 2 127 2 0
2 7 66 6 0
2 14 66 6 2
1 11 37 19 13
0 12 42
0 4 60
1 10 111 18 18
1 19 42 6 9
1 16 102 7 16
1 10 119 13 16
2 5 31 12 1
0 1 39
0 11 112
2 8 32 7 0
2 9 128 7 1
0 11 85
1 15 104 1 4
0 12 35
0 2 79
1 19 72 17 8
2 3 106 12 1
1 12 54 2 20
0 11 64
1 9 70 13 9
2 9 81 10 1
1 3 112 2 16
1 14 34 4 10
1 15 52 14 19
2 6 82 3 2
0 10 52
2 5 49 15 0
0 14 75
1 5 35 11 15
2 1 78 18 0
2 6 122 7 1
2 2 105 10 0
2 4 60 12 2
0 14 47
1 15 35 20 20
2 18 110 7 0
2 15 113 0 0
0 5 37
0 17 36
1 20 54 4 3
2 19 70 16 1
2 19 85 7 1
0 9 57
1 2 40 5 1
2 20 126 4 2
2 9 61 6 0
0 12 91
1 17 71 16 9
0 8 36
1 1 35 13 2
0 14 72
1 10 41 8 10
2 11 60 2 2
0 4 72
0 17 77
1 13 76 16 9
1 8 74 14 13
0 14 57
2 8 96 5 1
1 4 67 4 6
1 10 44 7 1
0 6 66
1 2 113 12 20
2 16 50 8 0
0 8 90
0 14 53
0 8 35
0 2 70
0 11 129
0 1 122
2 10 52 6 2
2 9 69 7 2
0 19 111
1 4 105 17 3
0 5 89
0 4 37
1 16 102 3 17
0 1 87
2 15 99 0 1
1 10 35 2 4
2 10 129 14 0
1 20 64 6 8
0 11 127
2 18 49 0 1
1 16 116 5 17
1 4 107 16 20
0 17 77
1 13 34 20 15
2 7 43 9 1
1 5 113 14 10
1 12 41 13 10
1 18 119 20 6
1 5 111 15 6
1 2 43 15 15
0 1 56
1 9 126 10 2
1 4 106 15 4
2 17 79 11 2
0 5 126
2 7 85 16 2
1 11 39 12 15
1 7 81 18 14
1 20 35 11 19
2 6 108 19 0
2 16 91 4 1
0 16 94
0 8 115
1 13 98 16 15
0 8 84
0 17 105
2 6 72 13 0
1 20 53 1 15
0 10 30
2 5 51 15 0
2 2 109 8 1
2 15 55 0 1
0 8 82
2 5 62 11 2
2 18 81 4 1
0 20 67
2 17 93 13 2
0 13 94
2 1 80 11 0
0 14 108
1 8 114 8 1
1 2 42 4 18
2 20 44 13 1
1 6 50 10 10
2 11 72 15 0
1 17 112 20 9
1 4 102 19 2
1 13 61 10 15
0 16 80
2 15 115 9 2
2 18 109 13 1
0 14 115
0 10 71
2 9 123 3 1
2 10 104 10 1
0 15 84
0 18 118
2 14 82 9 0
0 16 120
2 7 121 10 0
1 16 111 11 13
0 11 69
0 3 52
0 16 62
0 11 34
1 16 41 3 10
1 2 63 9 8
2 4 32 4 2
0 7 51
2 16 118 10 2
1 18 99 2 10
0 7 105
2 8 107 17 2
2 6 112 17 2
2 7 97 9 2
1 2 31 14 17
2 6 38 1 0
2 11 49 9 2
2 20 102 18 1
0 16 91
1 17 128 6 6
2 20 34 0 1
1 4 47 4 13
1 11 118 12 14
2 9 101 5 0
1 6 79 13 17
0 6 113
